Year,exporter_key,exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,un,totalQuantityinShipment,units_final,phase,ExpectedManagementMethod,mgmt,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,receivingfacilityzipcode,latitude,longitude
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Hydrogen, compressed",UN1049,6,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Methylamine, anhydrous",UN1061,9,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Ammonia, anhydrous",UN1005,4,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Ammonia, anhydrous",UN1005,12,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,Hydrogen sulfide,UN1053,60,kg,solid,Off site treatment,H141,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,Ethylene oxide or Ethylene oxide with nitrogen up to a total pressure of 1MPa (10 bar) at 50 degrees C,UN1040,2,kg,solid,Off site treatment,H141,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,Chlorine,UN1017,6,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,Sulfur dioxide,UN1079,1,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,Chlorine,UN1017,4,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Organometallic substance, liquid, water-reactive, flammable",UN3399,1,kg,solid,Off site treatment,H141,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,Sulfur hexafluoride,UN1080,1,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Compressed gas, n.o.s.",UN1956,4,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Propylene see also Petroleum gases, liquefied",UN1077,1,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,Ethylene,UN1962,1,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,Boron trichloride,UN1741,2,kg,solid,Off site treatment,H141,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,N/A,N/A,3,kg,solid,Off site treatment,H141,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,Diethyl ether or Ethyl ether,UN1155,3,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Oxygen, compressed",UN1072,5,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Compressed gas, n.o.s.",UN1956,10,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Sulfur hexafluoride,UN1080,1582,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Cyclopropane,UN1027,3,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Deuterium, compressed",UN1957,6,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Methylamine, anhydrous",UN1061,7,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Oxygen, compressed",UN1072,6,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Ammonia, anhydrous",UN1005,508,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Hydrogen sulfide,UN1053,5,kg,solid,Off site treatment,H141,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Chlorine,UN1017,5,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Hydrogen chloride, anhydrous",UN1050,7,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Sulfur dioxide,UN1079,5,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Butane see also Petroleum gases, liquefied",UN1011,3,kg,solid,Off site treatment,H141,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Compressed gas, flammable, n.o.s.",UN1954,2,kg,solid,Off site treatment,H141,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Propylene see also Petroleum gases, liquefied",UN1077,4,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Carbon dioxide,UN1013,2,kg,solid,Off site treatment,H141,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Oxygen, compressed",UN1072,7,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Compressed gas, n.o.s.",UN1956,16,kg,solid,N/A,N/A,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Compressed gas, n.o.s.",UN1956,8,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Sulfur hexafluoride,UN1080,440,kg,solid,Neutralization only,H121,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Propylene see also Petroleum gases, liquefied",UN1077,4,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Carbon dioxide,UN1013,40,kg,solid,Other treatment,H129,TXD982290140,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Flammable liquids, n.o.s.",UN1993,12000,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 BATTLEGROUND ROAD,DEER PARK,TX,77536,29.6941654,-95.0923502
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Flammable liquids, n.o.s.",UN1993,1200,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 BATTLEGROUND ROAD,DEER PARK,TX,77536,29.6941654,-95.0923502
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Oxidizing liquid, n.o.s.",UN3139,35,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 BATTLEGROUND ROAD,DEER PARK,TX,77536,29.6941654,-95.0923502
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Oxidizing liquid, n.o.s.",UN3139,100,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 BATTLEGROUND ROAD,DEER PARK,TX,77536,29.6941654,-95.0923502
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Pesticides, solid, toxic, n.o.s.",UN2588,600,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 BATTLEGROUND ROAD,DEER PARK,TX,77536,29.6941654,-95.0923502
2010,E3A49812,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981162,-79.626647,"Corrosive liquids, oxidizing, n.o.s.",UN3093,20,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 BATTLEGROUND ROAD,LA PORTE,TX,77536,29.6941654,-95.0923502
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Aerosols, corrosive, Packing Group II or III, (each not exceeding 1 L capacity)",UN1950,3,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Aerosols, corrosive, Packing Group II or III, (each not exceeding 1 L capacity)",UN1950,4342,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Toxic solids, water-reactive, n.o.s.",UN3125,4,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Water-reactive solid, corrosive, n.o.s.",UN3131,12,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Radioactive material, surface contaminated objects (SCO-I or SCO-II) non fissile or fissile-excepted",UN2913,4,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Toxic liquids, corrosive, organic, n.o.s.",UN2927,3,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Toxic, liquids, organic, n.o.s.",UN2810,6,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Chlorosulfonic acid (with or without sulfur trioxide),UN1754,4,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Arsenical pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",UN2760,9,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Phosphorus pentoxide,UN1807,6,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Corrosive solids, n.o.s.",UN1759,5,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Phosphorus pentoxide,UN1807,4,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,Soda lime with more than 4 percent sodium hydroxide,UN1907,6,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Corrosive solids, n.o.s.",UN1759,4,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,N/A,N/A,8,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Corrosive liquids, n.o.s.",UN1760,20,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Corrosive liquids, n.o.s.",UN1760,93,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Corrosive liquids, n.o.s.",UN1760,292,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,N/A,N/A,5,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Oxidizing liquid, corrosive, n.o.s.",UN3098,10,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Oxidizing solid, corrosive, n.o.s.",UN3085,80,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
2010,E5A59890,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.5989,-75.24373,"Oxidizing liquid, corrosive, n.o.s.",UN3098,5,kg,solid,Incineration,H040,TXD055141378,CLEAN HARBORS INC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,77571,29.708084,-95.090553
